Request id,Pickup point,Driver id,Status,Request Date,Request Time,Request Day,Request Hour,Request Time Slot,Drop Date,Drop Time,Drop Day,Drop Hour,Drop Time Slot
3199,City,,No Cars Available,13-Jul-16,09:41:57,Wednesday,9,Morning,,,,0,Late Night
3219,City,,No Cars Available,13-Jul-16,09:45:12,Wednesday,9,Morning,,,,0,Late Night
3209,City,,No Cars Available,13-Jul-16,09:52:16,Wednesday,9,Morning,,,,0,Late Night
3225,City,,No Cars Available,13-Jul-16,09:59:46,Wednesday,9,Morning,,,,0,Late Night
3241,City,,No Cars Available,13-Jul-16,10:04:45,Wednesday,10,Morning,,,,0,Late Night
3234,City,,No Cars Available,13-Jul-16,10:05:27,Wednesday,10,Morning,,,,0,Late Night
3239,City,,No Cars Available,13-Jul-16,10:05:47,Wednesday,10,Morning,,,,0,Late Night
3252,City,,No Cars Available,13-Jul-16,10:07:58,Wednesday,10,Morning,,,,0,Late Night
3244,City,,No Cars Available,13-Jul-16,10:09:09,Wednesday,10,Morning,,,,0,Late Night
3246,City,,No Cars Available,13-Jul-16,10:11:23,Wednesday,10,Morning,,,,0,Late Night
3257,City,,No Cars Available,13-Jul-16,10:12:07,Wednesday,10,Morning,,,,0,Late Night
3251,City,,No Cars Available,13-Jul-16,10:12:52,Wednesday,10,Morning,,,,0,Late Night
3247,City,,No Cars Available,13-Jul-16,10:13:08,Wednesday,10,Morning,,,,0,Late Night
3259,City,,No Cars Available,13-Jul-16,10:16:53,Wednesday,10,Morning,,,,0,Late Night
3267,City,,No Cars Available,13-Jul-16,10:25:44,Wednesday,10,Morning,,,,0,Late Night
3269,Airport,,No Cars Available,13-Jul-16,10:31:15,Wednesday,10,Morning,,,,0,Late Night
3272,City,,No Cars Available,13-Jul-16,10:38:09,Wednesday,10,Morning,,,,0,Late Night
3278,City,,No Cars Available,13-Jul-16,10:40:21,Wednesday,10,Morning,,,,0,Late Night
3279,Airport,,No Cars Available,13-Jul-16,10:41:58,Wednesday,10,Morning,,,,0,Late Night
3284,Airport,,No Cars Available,13-Jul-16,10:49:30,Wednesday,10,Morning,,,,0,Late Night
3288,City,,No Cars Available,13-Jul-16,11:03:57,Wednesday,11,Morning,,,,0,Late Night
3290,City,,No Cars Available,13-Jul-16,11:14:32,Wednesday,11,Morning,,,,0,Late Night
3296,City,,No Cars Available,13-Jul-16,11:39:17,Wednesday,11,Morning,,,,0,Late Night
3308,City,,No Cars Available,13-Jul-16,11:58:29,Wednesday,11,Morning,,,,0,Late Night
3322,City,,No Cars Available,13-Jul-16,12:21:27,Wednesday,12,Afternoon,,,,0,Late Night
3325,Airport,,No Cars Available,13-Jul-16,12:26:46,Wednesday,12,Afternoon,,,,0,Late Night
3332,City,,No Cars Available,13-Jul-16,12:34:06,Wednesday,12,Afternoon,,,,0,Late Night
3331,City,,No Cars Available,13-Jul-16,12:37:35,Wednesday,12,Afternoon,,,,0,Late Night
3335,City,,No Cars Available,13-Jul-16,12:39:01,Wednesday,12,Afternoon,,,,0,Late Night
3345,Airport,,No Cars Available,13-Jul-16,13:04:58,Wednesday,13,Afternoon,,,,0,Late Night
3350,City,,No Cars Available,13-Jul-16,13:17:08,Wednesday,13,Afternoon,,,,0,Late Night
3349,Airport,,No Cars Available,13-Jul-16,13:18:21,Wednesday,13,Afternoon,,,,0,Late Night
3361,City,,No Cars Available,13-Jul-16,13:32:11,Wednesday,13,Afternoon,,,,0,Late Night
3356,Airport,,No Cars Available,13-Jul-16,13:32:46,Wednesday,13,Afternoon,,,,0,Late Night
3364,Airport,,No Cars Available,13-Jul-16,13:41:21,Wednesday,13,Afternoon,,,,0,Late Night
3368,City,,No Cars Available,13-Jul-16,13:53:34,Wednesday,13,Afternoon,,,,0,Late Night
3371,City,,No Cars Available,13-Jul-16,14:02:38,Wednesday,14,Afternoon,,,,0,Late Night
3373,City,,No Cars Available,13-Jul-16,14:06:55,Wednesday,14,Afternoon,,,,0,Late Night
3374,City,,No Cars Available,13-Jul-16,14:13:45,Wednesday,14,Afternoon,,,,0,Late Night
3376,Airport,,No Cars Available,13-Jul-16,14:18:40,Wednesday,14,Afternoon,,,,0,Late Night
3386,Airport,,No Cars Available,13-Jul-16,14:39:43,Wednesday,14,Afternoon,,,,0,Late Night
3389,City,,No Cars Available,13-Jul-16,14:39:52,Wednesday,14,Afternoon,,,,0,Late Night
3390,Airport,,No Cars Available,13-Jul-16,14:40:57,Wednesday,14,Afternoon,,,,0,Late Night
3401,City,,No Cars Available,13-Jul-16,15:11:36,Wednesday,15,Afternoon,,,,0,Late Night
3402,Airport,,No Cars Available,13-Jul-16,15:12:06,Wednesday,15,Afternoon,,,,0,Late Night
3398,City,,No Cars Available,13-Jul-16,15:12:10,Wednesday,15,Afternoon,,,,0,Late Night
3406,Airport,,No Cars Available,13-Jul-16,15:20:18,Wednesday,15,Afternoon,,,,0,Late Night
3410,Airport,,No Cars Available,13-Jul-16,15:24:21,Wednesday,15,Afternoon,,,,0,Late Night
3409,City,,No Cars Available,13-Jul-16,15:25:37,Wednesday,15,Afternoon,,,,0,Late Night
3417,City,,No Cars Available,13-Jul-16,15:41:19,Wednesday,15,Afternoon,,,,0,Late Night
3426,City,,No Cars Available,13-Jul-16,15:56:08,Wednesday,15,Afternoon,,,,0,Late Night
3435,City,,No Cars Available,13-Jul-16,16:07:19,Wednesday,16,Afternoon,,,,0,Late Night
3439,City,,No Cars Available,13-Jul-16,16:19:43,Wednesday,16,Afternoon,,,,0,Late Night
3442,City,,No Cars Available,13-Jul-16,16:29:42,Wednesday,16,Afternoon,,,,0,Late Night
3443,City,,No Cars Available,13-Jul-16,16:35:25,Wednesday,16,Afternoon,,,,0,Late Night
3447,City,,No Cars Available,13-Jul-16,16:42:32,Wednesday,16,Afternoon,,,,0,Late Night
3463,Airport,,No Cars Available,13-Jul-16,17:08:21,Wednesday,17,Evening,,,,0,Late Night
3464,Airport,,No Cars Available,13-Jul-16,17:11:08,Wednesday,17,Evening,,,,0,Late Night
3473,Airport,,No Cars Available,13-Jul-16,17:13:27,Wednesday,17,Evening,,,,0,Late Night
3470,Airport,,No Cars Available,13-Jul-16,17:15:57,Wednesday,17,Evening,,,,0,Late Night
3474,Airport,,No Cars Available,13-Jul-16,17:18:26,Wednesday,17,Evening,,,,0,Late Night
3467,Airport,,No Cars Available,13-Jul-16,17:19:44,Wednesday,17,Evening,,,,0,Late Night
3481,Airport,,No Cars Available,13-Jul-16,17:20:26,Wednesday,17,Evening,,,,0,Late Night
3479,Airport,,No Cars Available,13-Jul-16,17:20:33,Wednesday,17,Evening,,,,0,Late Night
3487,Airport,,No Cars Available,13-Jul-16,17:20:58,Wednesday,17,Evening,,,,0,Late Night
3476,Airport,,No Cars Available,13-Jul-16,17:23:00,Wednesday,17,Evening,,,,0,Late Night
3484,City,,No Cars Available,13-Jul-16,17:25:02,Wednesday,17,Evening,,,,0,Late Night
3491,Airport,,No Cars Available,13-Jul-16,17:27:11,Wednesday,17,Evening,,,,0,Late Night
3488,Airport,,No Cars Available,13-Jul-16,17:27:28,Wednesday,17,Evening,,,,0,Late Night
3490,Airport,,No Cars Available,13-Jul-16,17:27:33,Wednesday,17,Evening,,,,0,Late Night
3493,Airport,,No Cars Available,13-Jul-16,17:28:40,Wednesday,17,Evening,,,,0,Late Night
3492,Airport,,No Cars Available,13-Jul-16,17:29:27,Wednesday,17,Evening,,,,0,Late Night
3480,Airport,,No Cars Available,13-Jul-16,17:29:50,Wednesday,17,Evening,,,,0,Late Night
3489,Airport,,No Cars Available,13-Jul-16,17:31:41,Wednesday,17,Evening,,,,0,Late Night
3502,Airport,,No Cars Available,13-Jul-16,17:32:02,Wednesday,17,Evening,,,,0,Late Night
3494,Airport,,No Cars Available,13-Jul-16,17:33:35,Wednesday,17,Evening,,,,0,Late Night
3501,Airport,,No Cars Available,13-Jul-16,17:36:04,Wednesday,17,Evening,,,,0,Late Night
3503,Airport,,No Cars Available,13-Jul-16,17:38:56,Wednesday,17,Evening,,,,0,Late Night
3509,Airport,,No Cars Available,13-Jul-16,17:39:26,Wednesday,17,Evening,,,,0,Late Night
3504,Airport,,No Cars Available,13-Jul-16,17:41:03,Wednesday,17,Evening,,,,0,Late Night
3512,Airport,,No Cars Available,13-Jul-16,17:41:10,Wednesday,17,Evening,,,,0,Late Night
3519,Airport,,No Cars Available,13-Jul-16,17:41:45,Wednesday,17,Evening,,,,0,Late Night
3516,Airport,,No Cars Available,13-Jul-16,17:41:48,Wednesday,17,Evening,,,,0,Late Night
3513,Airport,,No Cars Available,13-Jul-16,17:42:08,Wednesday,17,Evening,,,,0,Late Night
3515,Airport,,No Cars Available,13-Jul-16,17:42:15,Wednesday,17,Evening,,,,0,Late Night
3521,Airport,,No Cars Available,13-Jul-16,17:45:55,Wednesday,17,Evening,,,,0,Late Night
3527,Airport,,No Cars Available,13-Jul-16,17:46:00,Wednesday,17,Evening,,,,0,Late Night
3526,Airport,,No Cars Available,13-Jul-16,17:48:12,Wednesday,17,Evening,,,,0,Late Night
3522,Airport,,No Cars Available,13-Jul-16,17:49:33,Wednesday,17,Evening,,,,0,Late Night
3536,Airport,,No Cars Available,13-Jul-16,17:51:55,Wednesday,17,Evening,,,,0,Late Night
3534,Airport,,No Cars Available,13-Jul-16,17:51:58,Wednesday,17,Evening,,,,0,Late Night
3537,Airport,,No Cars Available,13-Jul-16,17:55:23,Wednesday,17,Evening,,,,0,Late Night
3533,Airport,,No Cars Available,13-Jul-16,17:56:19,Wednesday,17,Evening,,,,0,Late Night
3535,Airport,,No Cars Available,13-Jul-16,17:56:59,Wednesday,17,Evening,,,,0,Late Night
3532,Airport,,No Cars Available,13-Jul-16,17:57:15,Wednesday,17,Evening,,,,0,Late Night
3547,Airport,,No Cars Available,13-Jul-16,17:57:17,Wednesday,17,Evening,,,,0,Late Night
3531,Airport,,No Cars Available,13-Jul-16,17:57:42,Wednesday,17,Evening,,,,0,Late Night
3538,Airport,,No Cars Available,13-Jul-16,17:58:43,Wednesday,17,Evening,,,,0,Late Night
3543,Airport,,No Cars Available,13-Jul-16,17:59:39,Wednesday,17,Evening,,,,0,Late Night
3539,Airport,,No Cars Available,13-Jul-16,18:02:39,Wednesday,18,Evening,,,,0,Late Night
3542,Airport,,No Cars Available,13-Jul-16,18:05:07,Wednesday,18,Evening,,,,0,Late Night
3553,Airport,,No Cars Available,13-Jul-16,18:08:59,Wednesday,18,Evening,,,,0,Late Night
3562,Airport,,No Cars Available,13-Jul-16,18:09:11,Wednesday,18,Evening,,,,0,Late Night
3550,Airport,,No Cars Available,13-Jul-16,18:10:05,Wednesday,18,Evening,,,,0,Late Night
3551,Airport,,No Cars Available,13-Jul-16,18:10:20,Wednesday,18,Evening,,,,0,Late Night
3557,Airport,,No Cars Available,13-Jul-16,18:10:22,Wednesday,18,Evening,,,,0,Late Night
3560,Airport,,No Cars Available,13-Jul-16,18:10:53,Wednesday,18,Evening,,,,0,Late Night
3566,Airport,,No Cars Available,13-Jul-16,18:13:04,Wednesday,18,Evening,,,,0,Late Night
3567,Airport,,No Cars Available,13-Jul-16,18:14:22,Wednesday,18,Evening,,,,0,Late Night
3554,Airport,,No Cars Available,13-Jul-16,18:14:44,Wednesday,18,Evening,,,,0,Late Night
3556,Airport,,No Cars Available,13-Jul-16,18:15:20,Wednesday,18,Evening,,,,0,Late Night
3563,Airport,,No Cars Available,13-Jul-16,18:16:37,Wednesday,18,Evening,,,,0,Late Night
3569,Airport,,No Cars Available,13-Jul-16,18:19:52,Wednesday,18,Evening,,,,0,Late Night
3571,Airport,,No Cars Available,13-Jul-16,18:22:10,Wednesday,18,Evening,,,,0,Late Night
3574,Airport,,No Cars Available,13-Jul-16,18:22:50,Wednesday,18,Evening,,,,0,Late Night
3568,Airport,,No Cars Available,13-Jul-16,18:22:52,Wednesday,18,Evening,,,,0,Late Night
3576,Airport,,No Cars Available,13-Jul-16,18:23:10,Wednesday,18,Evening,,,,0,Late Night
3570,Airport,,No Cars Available,13-Jul-16,18:24:42,Wednesday,18,Evening,,,,0,Late Night
3578,Airport,,No Cars Available,13-Jul-16,18:26:07,Wednesday,18,Evening,,,,0,Late Night
3579,Airport,,No Cars Available,13-Jul-16,18:26:31,Wednesday,18,Evening,,,,0,Late Night
3582,Airport,,No Cars Available,13-Jul-16,18:27:03,Wednesday,18,Evening,,,,0,Late Night
3589,Airport,,No Cars Available,13-Jul-16,18:27:30,Wednesday,18,Evening,,,,0,Late Night
3580,Airport,,No Cars Available,13-Jul-16,18:27:38,Wednesday,18,Evening,,,,0,Late Night
3575,Airport,,No Cars Available,13-Jul-16,18:27:50,Wednesday,18,Evening,,,,0,Late Night
3573,City,,No Cars Available,13-Jul-16,18:29:42,Wednesday,18,Evening,,,,0,Late Night
3592,Airport,,No Cars Available,13-Jul-16,18:29:53,Wednesday,18,Evening,,,,0,Late Night
3587,Airport,,No Cars Available,13-Jul-16,18:30:58,Wednesday,18,Evening,,,,0,Late Night
3586,Airport,,No Cars Available,13-Jul-16,18:32:31,Wednesday,18,Evening,,,,0,Late Night
3581,Airport,,No Cars Available,13-Jul-16,18:32:52,Wednesday,18,Evening,,,,0,Late Night
3588,Airport,,No Cars Available,13-Jul-16,18:33:48,Wednesday,18,Evening,,,,0,Late Night
3591,Airport,,No Cars Available,13-Jul-16,18:33:53,Wednesday,18,Evening,,,,0,Late Night
3595,Airport,,No Cars Available,13-Jul-16,18:35:14,Wednesday,18,Evening,,,,0,Late Night
3597,Airport,,No Cars Available,13-Jul-16,18:36:44,Wednesday,18,Evening,,,,0,Late Night
3599,Airport,,No Cars Available,13-Jul-16,18:38:39,Wednesday,18,Evening,,,,0,Late Night
3596,Airport,,No Cars Available,13-Jul-16,18:39:24,Wednesday,18,Evening,,,,0,Late Night
3604,Airport,,No Cars Available,13-Jul-16,18:43:05,Wednesday,18,Evening,,,,0,Late Night
3603,Airport,,No Cars Available,13-Jul-16,18:44:18,Wednesday,18,Evening,,,,0,Late Night
3605,Airport,,No Cars Available,13-Jul-16,18:44:35,Wednesday,18,Evening,,,,0,Late Night
3600,Airport,,No Cars Available,13-Jul-16,18:45:35,Wednesday,18,Evening,,,,0,Late Night
3607,Airport,,No Cars Available,13-Jul-16,18:45:35,Wednesday,18,Evening,,,,0,Late Night
3608,Airport,,No Cars Available,13-Jul-16,18:47:45,Wednesday,18,Evening,,,,0,Late Night
3611,Airport,,No Cars Available,13-Jul-16,18:48:37,Wednesday,18,Evening,,,,0,Late Night
3609,City,,No Cars Available,13-Jul-16,18:49:22,Wednesday,18,Evening,,,,0,Late Night
3610,Airport,,No Cars Available,13-Jul-16,18:49:37,Wednesday,18,Evening,,,,0,Late Night
3616,Airport,,No Cars Available,13-Jul-16,18:49:39,Wednesday,18,Evening,,,,0,Late Night
3606,Airport,,No Cars Available,13-Jul-16,18:50:47,Wednesday,18,Evening,,,,0,Late Night
3614,City,,No Cars Available,13-Jul-16,18:51:25,Wednesday,18,Evening,,,,0,Late Night
3618,Airport,,No Cars Available,13-Jul-16,18:52:47,Wednesday,18,Evening,,,,0,Late Night
3612,Airport,,No Cars Available,13-Jul-16,18:53:47,Wednesday,18,Evening,,,,0,Late Night
3623,Airport,,No Cars Available,13-Jul-16,18:54:25,Wednesday,18,Evening,,,,0,Late Night
3619,Airport,,No Cars Available,13-Jul-16,18:55:46,Wednesday,18,Evening,,,,0,Late Night
3627,Airport,,No Cars Available,13-Jul-16,18:57:10,Wednesday,18,Evening,,,,0,Late Night
3635,Airport,,No Cars Available,13-Jul-16,18:58:18,Wednesday,18,Evening,,,,0,Late Night
3629,Airport,,No Cars Available,13-Jul-16,18:58:26,Wednesday,18,Evening,,,,0,Late Night
3626,Airport,,No Cars Available,13-Jul-16,19:00:30,Wednesday,19,Evening,,,,0,Late Night
3633,City,,No Cars Available,13-Jul-16,19:00:33,Wednesday,19,Evening,,,,0,Late Night
3637,Airport,,No Cars Available,13-Jul-16,19:05:33,Wednesday,19,Evening,,,,0,Late Night
3639,Airport,,No Cars Available,13-Jul-16,19:05:47,Wednesday,19,Evening,,,,0,Late Night
3628,Airport,,No Cars Available,13-Jul-16,19:06:14,Wednesday,19,Evening,,,,0,Late Night
3642,Airport,,No Cars Available,13-Jul-16,19:07:22,Wednesday,19,Evening,,,,0,Late Night
3636,Airport,,No Cars Available,13-Jul-16,19:07:30,Wednesday,19,Evening,,,,0,Late Night
3647,Airport,,No Cars Available,13-Jul-16,19:09:37,Wednesday,19,Evening,,,,0,Late Night
3655,Airport,,No Cars Available,13-Jul-16,19:11:24,Wednesday,19,Evening,,,,0,Late Night
3643,Airport,,No Cars Available,13-Jul-16,19:12:31,Wednesday,19,Evening,,,,0,Late Night
3654,Airport,,No Cars Available,13-Jul-16,19:15:11,Wednesday,19,Evening,,,,0,Late Night
3652,Airport,,No Cars Available,13-Jul-16,19:16:09,Wednesday,19,Evening,,,,0,Late Night
3650,Airport,,No Cars Available,13-Jul-16,19:17:13,Wednesday,19,Evening,,,,0,Late Night
3665,Airport,,No Cars Available,13-Jul-16,19:21:54,Wednesday,19,Evening,,,,0,Late Night
3663,Airport,,No Cars Available,13-Jul-16,19:22:20,Wednesday,19,Evening,,,,0,Late Night
3664,Airport,,No Cars Available,13-Jul-16,19:22:42,Wednesday,19,Evening,,,,0,Late Night
3659,Airport,,No Cars Available,13-Jul-16,19:24:25,Wednesday,19,Evening,,,,0,Late Night
3677,Airport,,No Cars Available,13-Jul-16,19:24:59,Wednesday,19,Evening,,,,0,Late Night
3670,Airport,,No Cars Available,13-Jul-16,19:25:15,Wednesday,19,Evening,,,,0,Late Night
3669,Airport,,No Cars Available,13-Jul-16,19:25:45,Wednesday,19,Evening,,,,0,Late Night
3675,Airport,,No Cars Available,13-Jul-16,19:25:56,Wednesday,19,Evening,,,,0,Late Night
3682,Airport,,No Cars Available,13-Jul-16,19:31:18,Wednesday,19,Evening,,,,0,Late Night
3674,Airport,,No Cars Available,13-Jul-16,19:31:23,Wednesday,19,Evening,,,,0,Late Night
3678,Airport,,No Cars Available,13-Jul-16,19:33:06,Wednesday,19,Evening,,,,0,Late Night
3673,Airport,,No Cars Available,13-Jul-16,19:35:06,Wednesday,19,Evening,,,,0,Late Night
3687,Airport,,No Cars Available,13-Jul-16,19:35:08,Wednesday,19,Evening,,,,0,Late Night
3683,Airport,,No Cars Available,13-Jul-16,19:36:32,Wednesday,19,Evening,,,,0,Late Night
3685,Airport,,No Cars Available,13-Jul-16,19:37:11,Wednesday,19,Evening,,,,0,Late Night
3684,Airport,,No Cars Available,13-Jul-16,19:38:01,Wednesday,19,Evening,,,,0,Late Night
3692,Airport,,No Cars Available,13-Jul-16,19:40:17,Wednesday,19,Evening,,,,0,Late Night
3680,Airport,,No Cars Available,13-Jul-16,19:40:23,Wednesday,19,Evening,,,,0,Late Night
3689,Airport,,No Cars Available,13-Jul-16,19:41:10,Wednesday,19,Evening,,,,0,Late Night
3696,Airport,,No Cars Available,13-Jul-16,19:43:04,Wednesday,19,Evening,,,,0,Late Night
3693,Airport,,No Cars Available,13-Jul-16,19:43:10,Wednesday,19,Evening,,,,0,Late Night
3695,Airport,,No Cars Available,13-Jul-16,19:43:55,Wednesday,19,Evening,,,,0,Late Night
3709,Airport,,No Cars Available,13-Jul-16,19:44:06,Wednesday,19,Evening,,,,0,Late Night
3708,Airport,,No Cars Available,13-Jul-16,19:45:28,Wednesday,19,Evening,,,,0,Late Night
3699,Airport,,No Cars Available,13-Jul-16,19:45:37,Wednesday,19,Evening,,,,0,Late Night
3691,Airport,,No Cars Available,13-Jul-16,19:46:25,Wednesday,19,Evening,,,,0,Late Night
3705,Airport,,No Cars Available,13-Jul-16,19:47:39,Wednesday,19,Evening,,,,0,Late Night
3707,Airport,,No Cars Available,13-Jul-16,19:48:27,Wednesday,19,Evening,,,,0,Late Night
3706,Airport,,No Cars Available,13-Jul-16,19:49:05,Wednesday,19,Evening,,,,0,Late Night
3702,Airport,,No Cars Available,13-Jul-16,19:50:13,Wednesday,19,Evening,,,,0,Late Night
3700,Airport,,No Cars Available,13-Jul-16,19:50:19,Wednesday,19,Evening,,,,0,Late Night
3712,Airport,,No Cars Available,13-Jul-16,19:51:31,Wednesday,19,Evening,,,,0,Late Night
3698,Airport,,No Cars Available,13-Jul-16,19:51:48,Wednesday,19,Evening,,,,0,Late Night
3710,Airport,,No Cars Available,13-Jul-16,19:51:59,Wednesday,19,Evening,,,,0,Late Night
3714,Airport,,No Cars Available,13-Jul-16,19:53:41,Wednesday,19,Evening,,,,0,Late Night
3720,Airport,,No Cars Available,13-Jul-16,19:55:51,Wednesday,19,Evening,,,,0,Late Night
3719,Airport,,No Cars Available,13-Jul-16,19:58:25,Wednesday,19,Evening,,,,0,Late Night
3717,Airport,,No Cars Available,13-Jul-16,19:58:46,Wednesday,19,Evening,,,,0,Late Night
3715,Airport,,No Cars Available,13-Jul-16,19:59:20,Wednesday,19,Evening,,,,0,Late Night
3713,Airport,,No Cars Available,13-Jul-16,19:59:37,Wednesday,19,Evening,,,,0,Late Night
3716,Airport,,No Cars Available,13-Jul-16,20:01:01,Wednesday,20,Evening,,,,0,Late Night
3726,Airport,,No Cars Available,13-Jul-16,20:04:40,Wednesday,20,Evening,,,,0,Late Night
3724,Airport,,No Cars Available,13-Jul-16,20:04:44,Wednesday,20,Evening,,,,0,Late Night
3721,Airport,,No Cars Available,13-Jul-16,20:04:47,Wednesday,20,Evening,,,,0,Late Night
3729,Airport,,No Cars Available,13-Jul-16,20:05:16,Wednesday,20,Evening,,,,0,Late Night
3731,Airport,,No Cars Available,13-Jul-16,20:06:18,Wednesday,20,Evening,,,,0,Late Night
3733,Airport,,No Cars Available,13-Jul-16,20:10:18,Wednesday,20,Evening,,,,0,Late Night
3730,Airport,,No Cars Available,13-Jul-16,20:11:01,Wednesday,20,Evening,,,,0,Late Night
3735,Airport,,No Cars Available,13-Jul-16,20:11:29,Wednesday,20,Evening,,,,0,Late Night
3734,Airport,,No Cars Available,13-Jul-16,20:12:37,Wednesday,20,Evening,,,,0,Late Night
3737,Airport,,No Cars Available,13-Jul-16,20:19:40,Wednesday,20,Evening,,,,0,Late Night
3736,Airport,,No Cars Available,13-Jul-16,20:20:28,Wednesday,20,Evening,,,,0,Late Night
3746,Airport,,No Cars Available,13-Jul-16,20:22:32,Wednesday,20,Evening,,,,0,Late Night
3747,Airport,,No Cars Available,13-Jul-16,20:25:39,Wednesday,20,Evening,,,,0,Late Night
3751,Airport,,No Cars Available,13-Jul-16,20:29:44,Wednesday,20,Evening,,,,0,Late Night
3750,Airport,,No Cars Available,13-Jul-16,20:30:48,Wednesday,20,Evening,,,,0,Late Night
3752,Airport,,No Cars Available,13-Jul-16,20:31:09,Wednesday,20,Evening,,,,0,Late Night
3754,Airport,,No Cars Available,13-Jul-16,20:32:20,Wednesday,20,Evening,,,,0,Late Night
3749,Airport,,No Cars Available,13-Jul-16,20:32:47,Wednesday,20,Evening,,,,0,Late Night
3757,Airport,,No Cars Available,13-Jul-16,20:33:07,Wednesday,20,Evening,,,,0,Late Night
3765,Airport,,No Cars Available,13-Jul-16,20:35:05,Wednesday,20,Evening,,,,0,Late Night
3756,Airport,,No Cars Available,13-Jul-16,20:35:23,Wednesday,20,Evening,,,,0,Late Night
3764,Airport,,No Cars Available,13-Jul-16,20:35:36,Wednesday,20,Evening,,,,0,Late Night
3770,Airport,,No Cars Available,13-Jul-16,20:39:19,Wednesday,20,Evening,,,,0,Late Night
3778,Airport,,No Cars Available,13-Jul-16,20:40:26,Wednesday,20,Evening,,,,0,Late Night
3772,Airport,,No Cars Available,13-Jul-16,20:40:37,Wednesday,20,Evening,,,,0,Late Night
3760,Airport,,No Cars Available,13-Jul-16,20:40:53,Wednesday,20,Evening,,,,0,Late Night
3779,Airport,,No Cars Available,13-Jul-16,20:42:31,Wednesday,20,Evening,,,,0,Late Night
3773,Airport,,No Cars Available,13-Jul-16,20:43:54,Wednesday,20,Evening,,,,0,Late Night
3769,Airport,,No Cars Available,13-Jul-16,20:44:38,Wednesday,20,Evening,,,,0,Late Night
3781,Airport,,No Cars Available,13-Jul-16,20:44:50,Wednesday,20,Evening,,,,0,Late Night
3785,City,,No Cars Available,13-Jul-16,20:45:01,Wednesday,20,Evening,,,,0,Late Night
3776,Airport,,No Cars Available,13-Jul-16,20:45:56,Wednesday,20,Evening,,,,0,Late Night
3775,Airport,,No Cars Available,13-Jul-16,20:46:35,Wednesday,20,Evening,,,,0,Late Night
3783,Airport,,No Cars Available,13-Jul-16,20:48:35,Wednesday,20,Evening,,,,0,Late Night
3784,Airport,,No Cars Available,13-Jul-16,20:49:06,Wednesday,20,Evening,,,,0,Late Night
3787,Airport,,No Cars Available,13-Jul-16,20:49:24,Wednesday,20,Evening,,,,0,Late Night
3791,Airport,,No Cars Available,13-Jul-16,20:51:10,Wednesday,20,Evening,,,,0,Late Night
3796,Airport,,No Cars Available,13-Jul-16,20:51:18,Wednesday,20,Evening,,,,0,Late Night
3790,Airport,,No Cars Available,13-Jul-16,20:52:04,Wednesday,20,Evening,,,,0,Late Night
3792,Airport,,No Cars Available,13-Jul-16,20:53:15,Wednesday,20,Evening,,,,0,Late Night
3793,Airport,,No Cars Available,13-Jul-16,20:54:38,Wednesday,20,Evening,,,,0,Late Night
3797,Airport,,No Cars Available,13-Jul-16,20:56:07,Wednesday,20,Evening,,,,0,Late Night
3800,Airport,,No Cars Available,13-Jul-16,20:56:26,Wednesday,20,Evening,,,,0,Late Night
3803,Airport,,No Cars Available,13-Jul-16,20:58:17,Wednesday,20,Evening,,,,0,Late Night
3799,City,,No Cars Available,13-Jul-16,20:58:40,Wednesday,20,Evening,,,,0,Late Night
3802,Airport,,No Cars Available,13-Jul-16,21:00:00,Wednesday,21,Night,,,,0,Late Night
3811,Airport,,No Cars Available,13-Jul-16,21:02:40,Wednesday,21,Night,,,,0,Late Night
3805,Airport,,No Cars Available,13-Jul-16,21:03:19,Wednesday,21,Night,,,,0,Late Night
3815,Airport,,No Cars Available,13-Jul-16,21:07:33,Wednesday,21,Night,,,,0,Late Night
3812,City,,No Cars Available,13-Jul-16,21:09:20,Wednesday,21,Night,,,,0,Late Night
3816,Airport,,No Cars Available,13-Jul-16,21:09:28,Wednesday,21,Night,,,,0,Late Night
3821,Airport,,No Cars Available,13-Jul-16,21:10:59,Wednesday,21,Night,,,,0,Late Night
3814,Airport,,No Cars Available,13-Jul-16,21:11:29,Wednesday,21,Night,,,,0,Late Night
3829,Airport,,No Cars Available,13-Jul-16,21:13:20,Wednesday,21,Night,,,,0,Late Night
3825,Airport,,No Cars Available,13-Jul-16,21:14:01,Wednesday,21,Night,,,,0,Late Night
3833,Airport,,No Cars Available,13-Jul-16,21:18:49,Wednesday,21,Night,,,,0,Late Night
3823,Airport,,No Cars Available,13-Jul-16,21:20:00,Wednesday,21,Night,,,,0,Late Night
3828,City,,No Cars Available,13-Jul-16,21:20:59,Wednesday,21,Night,,,,0,Late Night
3836,Airport,,No Cars Available,13-Jul-16,21:21:26,Wednesday,21,Night,,,,0,Late Night
3824,Airport,,No Cars Available,13-Jul-16,21:22:11,Wednesday,21,Night,,,,0,Late Night
3832,Airport,,No Cars Available,13-Jul-16,21:23:59,Wednesday,21,Night,,,,0,Late Night
3846,Airport,,No Cars Available,13-Jul-16,21:25:46,Wednesday,21,Night,,,,0,Late Night
3837,Airport,,No Cars Available,13-Jul-16,21:27:41,Wednesday,21,Night,,,,0,Late Night
3835,Airport,,No Cars Available,13-Jul-16,21:27:42,Wednesday,21,Night,,,,0,Late Night
3838,Airport,,No Cars Available,13-Jul-16,21:28:20,Wednesday,21,Night,,,,0,Late Night
3844,Airport,,No Cars Available,13-Jul-16,21:28:29,Wednesday,21,Night,,,,0,Late Night
